"","xml_link","title","image_href","description","show_link","number_episodes","avg_duration_min","explicit","birthday","zodiac"
"12","https://feeds.soundcloud.com/users/soundcloud:users:294125270/sounds.rss","Healthcare NOW Radio Podcast Network - Discussions on healthcare including technology, innovation, policy, data security, telehealth and more. Visit HealthcareNOWRadio.com","https://i1.sndcdn.com/avatars-53RWXCKsknhC3nhq-Eshydw-original.jpg","RADIO FOR THE HEALTHCARE INDUSTRY
Healthcare NOW Radio and Podcast Network offers discussions on the latest developments and trends impacting the industry including: health tech, health IT, healthcare innovation, healthcare policy, healthcare data security, telehealth, interoperability, biotech, med tech, value-based care, pharma, healthcare compliance, and much more. Shows are hosted by industry thought leaders. Guests are a ""who's who"" across the healthcare spectrum.  The listening audience is predominantly physician and hospital-based, and the healthcare industry at large.","https://www.healthcarenowradio.com/",500,NA,"not explicit","Tue, 11 Jan 2022 00:00:00 +0000","Capricorn"
"13","https://mybusinessonpurpose.libsyn.com/rss","My Business On Purpose","https://ssl-static.libsyn.com/p/assets/9/3/e/0/93e067139b7f7479d959afa2a1bf1c87/Logo_on_transparent_background.png","We coach small business owners to uncover the things they cannot see, and implement systems and processes that help them live their business on purpose","http://mybusinessonpurpose.libsyn.com/podcast",642,NA,"not explicit","Tue, 27 Jan 2015 20:17:50 +0000","Aquarius"
"14","https://podcasts.files.bbci.co.uk/p02nq0gn.rss","Global News Podcast","http://ichef.bbci.co.uk/images/ic/3000x3000/p09kz1gg.jpg","The day’s top stories from BBC News. Delivered twice a day on weekdays, daily at weekends","http://www.bbc.co.uk/programmes/p02nq0gn",65,31,"not explicit","Fri, 25 Oct 2019 15:22:00 +0000","Scorpio"
"15","https://pinecast.com/feed/gaylords-of-darkness","Gaylords of Darkness","https://storage.pinecast.net/podcasts/covers/2ee281d9-6179-41fb-90ab-96fbf738544e/Gaylords.jpg","When the clock strikes 6:66, the Gaylords of Darkness (Anthony Hudson & Stacie Ponder) come forth to chart the arcane world of horror through a queer lens - with occasional visits from ghouls, goblins, and briefcase women from the 1980s.","https://gaylords-of-darkness.pinecast.co",223,NA,"explicit","Wed, 26 Sep 2018 10:36:00 -0000","Libra"
"16","https://sasquatchchronicles.libsyn.com/rss","Sasquatch Chronicles","https://ssl-static.libsyn.com/p/assets/1/6/6/b/166b9e80560e7e6a/SC_Show_Art_-_2500-01.png","People are seeing something in the woods and there are too many reports for this to be ignored. Join us every Sunday night as we discuss recent Sasquatch sightings, encounters and talk to Bigfoot eye witnesses. Listen as we speak with researchers, witnesses and investigators to unravel the mystery of Bigfoot. Every week we will also bring you the latest Bigfoot news and information.

Additional episodes and exclusive content can be found on our website www.sasquatchchronicles.com. Become a Member today and receive access to additional exclusive shows posted weekly, our full back catalog of episodes, the ability to comment on Episodes and Blog entries, and access to our Forums. For the latest news, please visit our Blog. We can also be found on Facebook, Twitter, Instagram, Pinterest, and YouTube.","http://sasquatchchronicles.libsyn.com/site",554,NA,"not explicit","Fri, 01 Nov 2013 05:00:00 +0000","Scorpio"
"17","http://www.blogtalkradio.com/moneyripples/podcast","Money Ripples Podcast","https://dasg7xwmldix6.cloudfront.net/hostpics/a2d15c07-b04d-4d90-8fd1-73d338036914_mori_v2_(1).jpg","Financial freedom is the ultimate goal of all who work hard to earn money, whether in the corporate world or in entrepreneurship. Your retirement years are closer than you think, so you want to build your wealth as early as possible to secure a financially comfortable future. Many turn to professional advisers for this, but at the end of the day, these people are just salespeople. Their traditional advice will never get you to the goal you want. They will simply sell you siloed tactics that are too good to be true, impossible to emulate, or only work for the rich. What you should be doing is becoming your own boss and investing money in passive investments.

 

Welcome to Money Ripples with Chris Miles. This show is your trusted guide in escaping the draining responsibility of working more than 40 hours a week and finally quit your 9-5 job.

 In this show, Chris breaks down how to start a passive source of income in the easiest ways. Discover the power of making your cash do the hard work for you. Increase your profits when you go after other money-making ventures, or even while you sleep! Win big through this strategy and unlock the incredible opportunity of making active work optional. 

Two decades later with more than 900 clients, Chris knows that cash-flowing assets are the way to becoming financially free. He was able to retire at 28 years old and is now teaching individuals and businesses about building wealth quickly and safely. 
Through his company Money Ripples, Chris exposes popular myths and presents an effective framework for passively achieving financial prosperity.
Chris invites you to take action right now. Secure that first good investment and financial growth will manifest one deal at a time.
Start living the life by investing passively today! Listen to Money Ripples with Chris Miles at https://moneyripples.com/blog/.","https://www.blogtalkradio.com/moneyripples",300,NA,"not explicit","Sun, 24 May 2020 20:00:00 GMT","Gemini"
"18","http://podcast.randommovement.org/podcasts/R_m-podcast.xml","Random Movement Podcast","http://podcast.randommovement.org/podcasts/hum2%20big_144.jpg","Random Movement's Podcast, featuring the latest and greatest drum & bass tracks from top-notch producers as well as new up-and-coming talent, compiled into a continuous DJ mix by Random Movement.","http://www.randommovement.org",145,NA,"not explicit","Tue, 15 Sep 2009 10:13:24 -0400","Virgo"
"19","https://www.spreaker.com/show/3013930/episodes/feed","Earth Oddity Podcast","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/a2958174f754af4412bfe513e3dc8f79.jpg","A weekly odyssey into all the oddity planet earth has to offer. Also, chili dogs!","http://www.earthoddity.podbean.com",268,74,"explicit","Mon, 08 Jan 2018 01:53:00 +0000","Capricorn"
"20","https://feed.pod.co/you-me-empathy-sharing-our-mental-health-stories","You, Me, Empathy","NO IMAGE","<p>You, Me, Empathy<b> </b>is the official podcast of The Feely Human Collective.<b> </b>On this show, we explore the struggles, the triumphs, the brights and the darks we face as humans trying to be human on this wondrous and overwhelming pale blue dot.</p>

<p>You, Me, Empathy was created so that we can be witness to our collective humanity through the lens of empathy, vulnerability, and emotional curiosity. We aim to destigmatize mental health, lead fiercely with our hearts, feel our feelings without shame and judgment, and share our courageous stories so that others may feel less alone and more connected as feely humans.</p>

<p>You, Me, Empathy is a brave place designed to inspire the beauty in each of us, because each of us, in all of our kaleidoscopic parts, makes up a magical whole that deserves to be seen.</p>

<p>Created and hosted by Nōn Wels (he/him), feely human, writer, and doggo lover.</p>

<p><i>The You, Me, Empathy podcast is for informational and/or entertainment purposes only and is not a substitute for medical advice, diagnosis, or treatment.</i></p>","https://feelyhuman.co/",253,NA,"explicit","Mon, 01 Jan 2018 14:00:00 +0000","Capricorn"
"21","https://feeds.buzzsprout.com/570790.rss","Live Authentically Podcast with Pamela Savino","https://storage.buzzsprout.com/variants/j02sy849gb2qnzx071gtvlzuj91j/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","The Live Authentically show helps people discover the essence of who they are.   All of my guests embody a commitment to enriching their lives and the lives of others in some way - physically, mentally, emotionally, and spiritually.  By adopting a lifestyle that commits to connecting to our Higher Selves on an individual basis, together we can prompt huge shifts in collective consciousness and impact humanity in a meaningful way.","https://www.buzzsprout.com/570790",125,42,"explicit","Mon, 18 Nov 2019 15:00:00 -0500","Scorpio"
"22","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/01891723-b9f7-459c-a03c-aeac01364986/46e9a45b-cb89-4c6d-a54a-aeac01364994/podcast.rss","Chargers Podcast Network","https://www.omnycontent.com/d/playlist/e73c998e-6e60-432f-8610-ae210140c5b1/01891723-b9f7-459c-a03c-aeac01364986/46e9a45b-cb89-4c6d-a54a-aeac01364994/image.jpg?t=1654541400&size=Large","Your one stop for all things Chargers, directly from the team. In-depth conversations and analysis with players, coaches, executives, national reporters and broadcasters, and much more.","http://www.chargers.com/",543,33,"not explicit","Mon, 31 Jul 2017 12:44:27 +0000","Leo"
"23","https://feeds.feedburner.com/AirplaneOwnerMaintenance","Airplane Owner Maintenance - By Dean Showalter","http://airplaneownermaintenance.com/wp-content/uploads/powerpress/Airplane_Owner_Maintenance.jpg","A podcast devoted to airplane owners and the maintenance of their airplanes.","https://airplaneownermaintenance.com",125,NA,"not explicit","Sun, 29 Jul 2018 01:58:53 +0000","Leo"
"24","https://feeds.megaphone.fm/LAV6188802246","Rebel Radio ","https://megaphone.imgix.net/podcasts/4f795776-341b-11eb-8617-f73b9c3ad4f4/image/uploads_2F1606962145737-d4iv91p7vze-372feecda541b5be7a24b1d3dce6f003_2FRebel_Radio-chemic5all_withJL.jpg?ixlib=rails-4.2.0&max-w=3000&max-h=3000&fit=crop&auto=format,compress","Rebel Radio is brought to you in partnership with EDM.com The Art of Selling Without Selling Out. Rebel Radio shines a light on cultural pioneers and their influences, reflecting on the roots and future of underground culture. We engage the influencers who define what we wear, watch, listen to, and play with — and how we spend our spare time and loose change — and explore what it means to be a creative entrepreneur today. Our weekly interview show explores the journeys of those who do it best in all areas of youth culture. We learn how they stay creative in the face of relentless distract and setbacks. How they make something where previously nothing existed, how they find inspiration and influence, as well as how they inspire and influence others, and what it takes to create movements.","http://www.rebelradio.net",262,67,"explicit","Wed, 10 Jun 2015 00:00:00 -0000","Gemini"
"25","https://feeds.buzzsprout.com/600328.rss","Secrets To Scaling Your Ecommerce Brand","https://storage.buzzsprout.com/variants/2g223fhncoxoqbvkts4ivc7ynjla/5cfec01b44f3e29fae1fb88ade93fc4aecd05b192fbfbc2c2f1daa412b7c1921.jpg","Are you an entrepreneur or ecommerce store owner looking to scale your business? Then join ecommerce marketing experts Jordan West and Sean Lang as they reveal what’s working in online marketing today to scale your business. Twice a week they walk you through what’s working in paid ads and talk to successful ecommerce business owners that have scaled their businesses to 7 figures and beyond.  Learn from gurus in paid traffic on Facebook ads, YouTube ads, Google Adwords (now Google Ads), Google Shopping, Bing Ads, Bing Shopping Ads, retargeting, Instagram Ads, LinkedIn ads, Google Analytics, landing pages and more. We talk about how to write good ad copy, create banner ads that sell, which creative works for which ad platform and more. We talk about everything that is working right now (and not working) to help you scale your business so you know exactly what your next year of online sales is going to look like. Once you nail paid advertising it is like a faucet that you can turn on and off at will. Let’s show you how to build the paid traffic faucet!","http://mindfulmarketing.co/",445,24,"not explicit","Mon, 16 Sep 2019 12:00:00 -0700","Virgo"
"26","https://feeds.feedburner.com/AceOnTheHouse","Ace On The House","https://img.podcastone.com/images/319/aceonthehouse_logo_new.jpg","Before becoming a comedian, Adam Carolla was a hammer-swinging, ditch-digging carpenter. Now, Adam's bringing that knowledge to you in Ace On The House, a weekly home improvement podcast. Joined by Eric Stromer, the guys take your calls and answer your e-mail questions with an informative, hilarious twist. From contractors to novices, this show is sure to keep you coming back every Saturday to get your weekend dose of Adam. ","https://www.podcastone.com/ACE-On-The-House",250,NA,"not explicit","Sat, 09 Jun 2018 00:00:00 PDT","Gemini"
"27","https://www.spreaker.com/show/4650875/episodes/feed","The Dr. Carolyn Coker Ross Show","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/aa1415756b1c4fea85af25b18dade2a2.jpg","You can put an end to food obsessions, body dissatisfaction and cravings. You can make peace with food and your body and have the energy and vitality you want! And you can be healthy without dieting. I'm Carolyn Coker Ross, MD and I'm a specialist in treating binge eating, food addiction and emotional eating and I'd love to teach you how to regain your self-confidence, end your struggle with food and weight and be free to live your life again.","https://carolynrossmd.com/",127,29,"explicit","Fri, 05 Oct 2018 10:00:00 +0000","Libra"
"28","https://blendcast.fm/shows/off-book-the-improvised-musical.rss","Off Book: The Improvised Musical","https://media.blendcast.fm/uploads/show/image/2369/1eeab7826eae1782f93489c2de918796aecf02830220c57b8ecb20c28107a2025c7eb75c591af9bfe447ee4e0cb058f290f5f263c874ece2a1559fd65c7f55b6.jpeg","
      <p>It takes years for a Broadway musical to hit the stage, but on OFF BOOK: The Improvised Musical, you get a brand new original musical every week! Each episode, Jessica McKenna, Zach Reino and a special guest create a new musical on the spot. Accompanied by Scott Passarella, King of Pianists, Pianist of Kings. </p>
    ","https://blendcast.fm/shows/off-book-the-improvised-musical",298,63,"not explicit","Thu, 02 Jul 70 21:45:00 +0000","Cancer"
"29","https://anchor.fm/s/3f031a8/podcast/rss","Is it Me Orrr...","https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/560730/560730-1618252798140-e4f3cb5376583.jpg","Welcome to the Is It Me Orr... where amazing things happen.","https://podcasters.spotify.com/pod/show/lillian0",3,NA,"not explicit","Mon, 12 Apr 2021 18:59:04 GMT","Aries"
"30","https://sailon.podbean.com/feed.xml","Sail On: The Beach Boys Podcast","https://deow9bq0xqvbj.cloudfront.net/image-logo/2184533/23600217_10214478379089365_779485366_o.jpg","Leading you further and further down the Beach Boys rabbit hole as gently and as thoroughly as humanly possible since 2017!","https://sailon.podbean.com",78,NA,"not explicit","Mon, 13 Nov 2017 13:17:02 -0500","Scorpio"
"31","https://tracyotsuka.libsyn.com/rss","ADHD for Smart Ass Women with Tracy Otsuka","https://ssl-static.libsyn.com/p/assets/e/c/3/b/ec3b0d51dd85851f/PodcastCovers_2.jpg","I have NEVER met an ADHD woman who wasn't truly brilliant at something! 
*
*
This podcast with over 3 million downloads is for smart, high-ability ADD/ADHD (diagnosed or suspecting) women who see their symptoms as more positive than negative. If you want to fall in love with your ADHD brain and discover where your brilliance lies, this podcast is for you! 
*
*
ADHD for Smart Ass Women is globally ranked in the top one-half percent of all podcasts in the world on any subject. It's streamed in more than 160 countries and is downloaded by more than 150,000 listeners every month.
*
*
I’m Tracy Otsuka your host. I'm a lawyer, not a doctor, a life-long learner and a certified ADHD coach. I’m committed to changing the conversation around ADHD. 
*
*
When I was diagnosed eight months after my son, my entire life suddenly made perfect sense but all I heard and read about was everything that my ADHD brain SHOULD be struggling with when in fact I would come to learn that my ADHD is responsible for some of my greatest superpowers. 
*
*
One other thing, we constantly hear about all the successful ADHD men, but no one talks about the women. This podcast is here to change that dynamic. ADHD women are my people, and I’m here to acknowledge, support and cheer them on.
*
*
*THE CONTENT IN THIS PODCAST IS NOT INTENDED TO BE A SUBSTITUTE FOR PROFESSIONAL MEDICAL ADVICE, DIAGNOSIS OR TREATMENT AND DOES NOT CONSTITUTE MEDICAL OR PROFESSIONAL ADVICE. NEVER DISREGARD PROFESSIONAL MEDICAL ADVICE OR DELAY IN SEEKING IT BECAUSE OF ANYTHING YOU HAVE SEEN OR HEARD FROM TRACY OTSUKA OR THIS PODCAST.","https://www.tracyotsuka.com/podcast",223,NA,"not explicit","Mon, 19 Nov 2018 23:16:56 +0000","Scorpio"
"32","https://feeds.soundcloud.com/users/soundcloud:users:34525275/sounds.rss","lifepointchurch","https://i1.sndcdn.com/avatars-000229772720-6aqhnb-original.jpg","Podcast by Lifepoint Church","https://soundcloud.com/lifepointrancho",42,NA,"not explicit","Tue, 22 Dec 2015 23:08:50 +0000","Capricorn"
"33","https://TheBusinessMethod.podbean.com/feed.xml","The Business Method: Interviewing Billionaires, Founders of Billion Dollar Companies & the World’s Most Successful People 🎧🔥","https://deow9bq0xqvbj.cloudfront.net/image-logo/2202907/TBM_Podcast_Art_Official.png","On The Business Method host Chris Reynolds interviews billionaires, founders of billion dollar companies & the world’s most successful people.","https://thebusinessmethod.podbean.com/",602,NA,"not explicit","Fri, 24 Apr 2015 23:49:00 -0400","Taurus"
"34","https://rebelcast.libsyn.com/rss","REBEL Cast","https://ssl-static.libsyn.com/p/assets/a/2/5/0/a250b7fc51b0c226/Screen_Shot_2018-10-22_at_10.39.42_AM.png","Welcome to REBEL Cast, and for those of you who have not checked out the main website already, REBEL EM stands for Rational Evidence Based Evaluation of Literature in Emergency Medicine.  The format of the show will be a critical review of current literature going through some of the pertinent results and limitations.  At the end of the show we will give our clinical take home points and how and if you should apply this research to your clinical practice","http://rebelcast.libsyn.com/webpage",100,NA,"not explicit","Wed, 24 Mar 2021 12:00:00 +0000","Aries"
"35","https://anchor.fm/s/fc53820/podcast/rss","Screenwriter's Rant Room","https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/2545832/2545832-1599325839576-195b434844d9.jpg","This is the Official Page for ""Hilliard Guess' SCREENWRITER'S RANT ROOM!"" Our host is Hilliard Guess, a WGAw writer, director and in demand TV/Film producer and currently the Director of Development at Ben Watkins' Blue Monday Prods. Hilliard and his amazing team drop industry bombs in this unfiltered, hilarious podcast series that delivers nuthin’ but REAL TALK… from real working writers… while at the same time… puttin’ you on game! With co-host - director/writer/cinephile - Christopher B. Derrick (Star Trek: Picard, The Equalizer) . Our motto: “Keep it real and we keep it opinionated!"" Support this podcast: <a href=""https://podcasters.spotify.com/pod/show/screenwriters-rant-room/support"" rel=""payment"">https://podcasters.spotify.com/pod/show/screenwriters-rant-room/support</a>","https://www.screenwritersrr.com",448,NA,"not explicit","Fri, 02 May 2014 00:09:26 GMT","Taurus"
"36","https://simplewholesaling.libsyn.com/rss","The Iron Deep Podcast","https://ssl-static.libsyn.com/p/assets/e/a/b/9/eab9b0dc896c888740be95ea3302a6a1/Iron_Deep_Audio_THUMB_1.9F_OFFICIALf.jpg","IronDeep.com
YouTube - https://www.youtube.com/channel/UCBPidx70rstadlrS2piMt5g

Iron Deep is a men's mastermind community for those successful business leaders seeking intimacy with God, deeper friendships, and who desire to leave a lasting legacy. We are a brotherhood that has a foundation rooted in Christ, while helping businessmen discover and live out their most fulfilled lives. Proverbs 27:17 says, ""As iron sharpens iron, so a friend sharpens a friend.""

We shepherd a community of male business leaders that desire a deeper intimacy with the Father, genuine connection with other men, and to discover deeper purpose that will leave a lasting legacy. We sharpen each other to grow in the areas of IDENTITY, BUSINESS & FINANCES, MARRIAGE & FAMILY, LEADERSHIP and HEALTH. We all bring our unique God-Given talents to help each other grow.

Iron Deep serves those entrepreneurs who feel lonely, stuck, dormant, and discouraged. Many successful business leaders feel misunderstood, anxious and stressed out. We help awaken business leaders to a vibrant and thriving life.","https://www.irondeep.com/",364,NA,"not explicit","Tue, 05 Apr 2016 03:52:00 +0000","Aries"
"37","https://feeds.buzzsprout.com/1321837.rss","Digital Good Times","https://storage.buzzsprout.com/variants/iatgre5lukyhmm5ocj73q8qdtt0o/60854458c4d1acdf4e1c2f79c4137142d85d78e379bdafbd69bd34c85f5819ad.jpg","Digital Good Times is a grassroots tech empowerment media company. We are a beacon/platform for a black and brown demographic of content creators, designers, enthusiasts, artists, musicians and techies worldwide. www.digigoodtimes.com","http://www.digigoodtimes.com",94,59,"explicit","Tue, 28 Oct 2014 09:18:22 -0400","Scorpio"
"38","https://feeds.soundcloud.com/users/soundcloud:users:63476135/sounds.rss","Leaving Corporate","https://i1.sndcdn.com/avatars-000075669241-cidv8g-original.jpg","Greg Hickman interviews entrepreneurs who built a business on the side so that they could leave corporate on their terms. Are you ready to be inspired and learn how people just like you were able to build a business? Then you’re in the right place. Greg dives into specific tactics that allowed him to leave his six figure job to build a business and life on his own terms. Each entrepreneur shares their corporate escape plan and the many challenges they faced—money, time, mindset, relationships and sacrifices. Greg uncovers how these entrepreneurs were able to make money to replace their income, get out of debt, build an audience, create products and services and grow a business while dealing with the roller coaster of running your own business,
turning your passion into reality","http://www.greghickman.me",7,NA,"not explicit","Tue, 12 Aug 2014 21:02:46 +0000","Leo"
"39","https://www.spreaker.com/show/4161473/episodes/feed","Lone Star Lawyers","https://d3wo5wojvuv7l.cloudfront.net/t_rss_itunes_square_1400/images.spreaker.com/original/3ccf49b81997916c3b79589b3008b1eb.jpg","If you are a young lawyer in Texas looking for ways to help you achieve your career goals, this podcast is for you. We'll talk with some of the top attorneys in Texas and find out what has been the key to their success. As a bonus we'll have fun by taking deep dives into our favorite legal movies!","https://www.varsitysearch.com/podcast",105,50,"explicit","Mon, 13 Jan 2020 02:51:47 +0000","Capricorn"
"40","https://anchor.fm/s/23809238/podcast/rss","Confesionario, con Oscar Alejandro.","https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo/5856286/5856286-1644867198957-8142a70ce2b61.jpg","Un lugar privado donde venimos a contar nuestros más íntimos secretos con una única esperanza: Ser perdonados. En este espacio pondremos nuestra mente a volar con conversaciones intensas, que se pasean entre lo humano y lo divino, sin censura. ¿Qué penitencia nos pondrás a cambio del perdón? Support this podcast: <a href=""https://podcasters.spotify.com/pod/show/confesionario/support"" rel=""payment"">https://podcasters.spotify.com/pod/show/confesionario/support</a>","http://www.oscaralejandro.net",105,NA,"not explicit","Thu, 14 Mar 2019 01:16:00 GMT","Pisces"
